crispy natural ananas	ananas	crispy natural	crispy natural	100 g	słodycze i przekąski	chipsy, paluszki, orzeszki	369	3.1	75.6	3.3	True
crocchini roberto z olejem palmowym i rozmarynem	crocchini z olejem palmowym i rozmarynem	roberto		100 g	słodycze i przekąski	chipsy, paluszki, orzeszki	419	9.1	69.4	13.4	True
croissant 7 days max z nadzieniem waniliowym	croissant max z nadzieniem waniliowym	star foods	7 days	100 g	słodycze i przekąski	ciastka	448	28	42	6	True
croissant 7 days z nadzieniem karmelowym	croissant z nadzieniem karmelowym	chipita	7 days	100 g	słodycze i przekąski	ciastka	452	28	42	7	True
crunchips kurczakowe	kurczakowe	lorenz bahlsen	crunchips	100 g	słodycze i przekąski	chipsy, paluszki, orzeszki	0	33	49	5.4	True
crunchips sticks papryka	sticks papryka	lorenz	crunchips	100 g	słodycze i przekąski	chipsy, paluszki, orzeszki	0	30	53	6	True
crunchy czekolada z orzechem i nasiona chia	crunchy czekolada z orzechem i nasiona chia	mcp group		100 g	artykuły śniadaniowe	płatki i musli	465	18	64	7.9	True
crunchy jagoda z maliną i nasiona chia	crunchy jagoda z maliną i nasiona chia	mcp group		100 g	artykuły śniadaniowe	płatki i musli	467	17	67	7.8	True
crunchy sante bananowe z czekoladą	crunchy bananowe z czekoladą	sante	sante	100 g	artykuły śniadaniowe	płatki i musli	439	15	66	7.1	True
crunchy sante naturalne	crunchy naturalne	sante	sante	100 g	artykuły śniadaniowe	płatki i musli	443	14	68	8.4	True
crunchy sante owocowe	crunchy owocowe	sante	sante	100 g	artykuły śniadaniowe	płatki i musli	435	13	69	7.5	True
cukier billingtons natural muscovado	cukier billingtons natural muscovado	billington's		100 g	artykuły sypkie	cukier, mąka, sól	383	0	95.3	0.3	True
cukier błyszczący dr.oetker	cukier błyszczący dr.oetker	dr.oetker	dr. oetker	100 g	artykuły sypkie	ciasta w proszku, bakalie, dodatki	0	0.1	97.9	0	True
cukier brzozowy ksylitol	cukier brzozowy ksylitol	vita-natura		100 g	produkty bez cukru	cukier brzozowy ksylitol	240	0	100	0	True
cukier cytrynowy delecta	cukier cytrynowy delecta	bakalland	delecta	100 g	artykuły sypkie	ciasta w proszku, bakalie, dodatki	374	0.1	93	0.5	True
cukier delecta cynamonowy	cukier cynamonowy	delecta	delecta	100 g	artykuły sypkie	ciasta w proszku, bakalie, dodatki	372	0.5	90	0.6	True
cukier delecta migdałowy	cukier migdałowy	delecta	delecta	100 g	artykuły sypkie	ciasta w proszku, bakalie, dodatki	395	0	99	0	True
cukier delecta wanilinowy	cukier wanilinowy	delecta	delecta	100 g	artykuły sypkie	ciasta w proszku, bakalie, dodatki	397	0	99	0	True
cukier delecta wanilinowy	cukier wanilinowy	delecta	delecta	100 g	artykuły sypkie	ciasta w proszku, bakalie, dodatki	397	0	99	0	True
cukier diamant biały saszetki-paluszki 5g*100szt.	cukier biały saszetki-paluszki 5g*100szt.	pfeifer&langen	diamant	100 g	artykuły sypkie	cukier, mąka, sól	400	0	100	0	True
cukier diamant brązowy aromatyczny smak	cukier brązowy aromatyczny smak	pfeifer&langen	diamant	100 g	artykuły sypkie	cukier, mąka, sól	396	0	99	0	True
cukier diamant cynamonowy	cukier cynamonowy	diamant	diamant	100 g	artykuły sypkie	cukier, mąka, sól	400	0.4	99	0	True
cukier diamant drobny	cukier drobny	pfeifer&langen	diamant	100 g	artykuły sypkie	cukier, mąka, sól	400	0	100	0	True
cukier diamant gruba rafinada	cukier gruba rafinada	pfeifer&langen	diamant	100 g	artykuły sypkie	cukier, mąka, sól	400	0	100	0	True
cukier diamant puder	cukier puder	pfeifer&langen	diamant	100 g	artykuły sypkie	cukier, mąka, sól	400	0	100	0	True
cukier diamant puder	cukier puder	pfeifer&langen	diamant	100 g	artykuły sypkie	cukier, mąka, sól	400	0	100	0	True
cukier diamant puder	cukier puder	pfeifer&langen	diamant	100 g	artykuły sypkie	cukier, mąka, sól	400	0	100	0	True
cukier diamant trzcinowy - dark muscovado	cukier trzcinowy - dark muscovado	pfeifer&langen	diamant	100 g	artykuły sypkie	cukier, mąka, sól	380	0	95	0	True
cukier diamant trzcinowy - dry demerara	cukier trzcinowy - dry demerara	pfeifer&langen	diamant	100 g	artykuły sypkie	cukier, mąka, sól	400	0	100	0	True
cukier diamant trzcinowy dry demerara drobny	cukier trzcinowy dry demerara drobny	pfeifer&langen	diamant	100 g	artykuły sypkie	cukier, mąka, sól	400	0	100	0	True
cukier diamant trzcinowy kostka	cukier trzcinowy kostka	pfeifer&langen	diamant	100 g	artykuły sypkie	cukier, mąka, sól	396	0	99	0	True
cukier diamant trzcinowy nierafinowany	cukier trzcinowy nierafinowany	pfeifer&langen	diamant	100 g	artykuły sypkie	cukier, mąka, sól	400	0	100	0	True
cukier diamant trzcinowy żelujący	cukier trzcinowy żelujący	diamant	diamant	100 g	artykuły sypkie	cukier, mąka, sól	1694	0.2	98	0	True
cukier do polew diamant	cukier do polew diamant	pfeifer&langen	diamant	100 g	artykuły sypkie	cukier, mąka, sól	400	0	100	0	True
cukier global foods trzcinowy	cukier global foods trzcinowy	ekovital		100 g	artykuły sypkie	cukier, mąka, sól	0	0	99.4	0.2	True
cukier kinder schoko bons	cukier schoko bons	ferrero	kinder	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	576	36.6	52.5	8.3	True
cukier kinder schoko bons	cukier schoko bons	ferrero	kinder	100 g	słodycze i przekąski	czekolady, bombonierki	2401	36.6	52.5	8.3	True
cukier kokosowy bio house of asia	cukier kokosowy bio house of asia	house of asia	house of asia	100 g	artykuły sypkie	cukier, mąka, sól	400	1	95	0.8	True
cukier kotanyi z prawdziwą wanilią	cukier z prawdziwą wanilią	kotanyi	kotányi	100 g	artykuły sypkie	ciasta w proszku, bakalie, dodatki	383	0.2	94	0.2	True
cukier puder folia kupiec	cukier puder folia kupiec	kupiec	kupiec	100 g	artykuły sypkie	cukier, mąka, sól	399	0	99.8	0	True
cukier puder gellwe	cukier puder gellwe	polska	gellwe	100 g	artykuły sypkie	cukier, mąka, sól	396	0	98.9	0	True
cukier puder trzcinowy demerara diamant	cukier puder trzcinowy demerara diamant	diamant	diamant	100 g	artykuły sypkie	cukier, mąka, sól	400	0	99	0	True
cukier trzcinowy drobny gold pack	cukier trzcinowy drobny gold pack	vog	gold pack	100 g	artykuły sypkie	cukier, mąka, sól	399	0	99	0.5	True
cukier trzcinowy gold pack	cukier trzcinowy gold pack	vog	natürlich goldpack	100 g	artykuły sypkie	cukier, mąka, sól	399	0	99	0.5	True
cukier trzcinowy piotr i paweł	cukier trzcinowy piotr i paweł	piotr i paweł s.a.	" piotr i paweł "	100 g	artykuły sypkie	cukier, mąka, sól	398	0.1	99.6	0.3	True
cukier trzcinowy sante	cukier trzcinowy sante	sante	sante	100 g	artykuły sypkie	cukier, mąka, sól	398	0	99.4	0	True
cukier trzcinowy sante demerara	cukier trzcinowy demerara	sante	sante	100 g	artykuły sypkie	cukier, mąka, sól	398	0	99.4	0	True
cukier trzcinowy złocisty sante	cukier trzcinowy złocisty sante	sante	sante	100 g	artykuły sypkie	cukier, mąka, sól	398	0	99.4	0	True
cukier wanilia-bourbon dr.oetker	cukier wanilia-bourbon dr.oetker	dr.oetker	dr. oetker	100 g	artykuły sypkie	ciasta w proszku, bakalie, dodatki	396	0.2	89	0.1	True
cukier wanilinowy	cukier wanilinowy	dr.oetker	dr. oetker	100 g	artykuły sypkie	ciasta w proszku, bakalie, dodatki	0	0	99.5	0	True
cukier wanilinowy	cukier wanilinowy	winiary	winiary	100 g	artykuły sypkie	ciasta w proszku, bakalie, dodatki	397	0	99.3	0	True
cukier wanilinowy	cukier wanilinowy	dr.oetker	dr. oetker	100 g	artykuły sypkie	ciasta w proszku, bakalie, dodatki	0	0	99.5	0	True
cukier wanilinowy gellwe	cukier wanilinowy gellwe	gellwe	gellwe	100 g	artykuły sypkie	ciasta w proszku, bakalie, dodatki	397	0	99.3	0	True
cukier waniliowy bio - amylon	cukier waniliowy bio - amylon	bio planet		100 g	produkty bezglutenowe	cukier waniliowy bio - amylon	398	0.2	98	0.1	True
cukier winiary wanilinowy	cukier wanilinowy	winiary	winiary	100 g	artykuły sypkie	ciasta w proszku, bakalie, dodatki	397	0	99.3	0	True
cukier ze skórką cytrynową dr.oetker	cukier ze skórką cytrynową dr.oetker	dr.oetker	dr. oetker	100 g	artykuły sypkie	ciasta w proszku, bakalie, dodatki	372	0.3	85	1.5	True
cukierek airwaves drops extra strong	cukierek drops extra strong	wrigley's	airwaves	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	1592	0	94.4	0	True
cukierek airwaves drops honey & lemon	cukierek drops honey & lemon	wrigley's	airwaves	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	1592	0	94.2	0	True
cukierek orbit spearmint mints	cukierek spearmint mints	wrigley's	orbit	100 g	produkty bez cukru	cukierek orbit spearmint mints	246	1.2	98	0	True
cukierki boża krówka	cukierki boża krówka	boże krówki		100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	378	7	72.5	4.6	True
cukierki cappuccino kopiko	cukierki cappuccino kopiko	storck	kopiko	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	1876	11.5	85.4	0.9	True
cukierki celebrations butelka	cukierki butelka	mars	celebrations	100 g	słodycze i przekąski	czekolady, bombonierki	499	25.1	61.6	5.7	True
cukierki celebrations choinka	cukierki choinka	mars	celebrations	100 g	słodycze i przekąski	czekolady, bombonierki	499	25.1	61.6	5.7	True
cukierki dumle original	cukierki dumle original	fazer	fazer	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	475	21	66	3.4	True
cukierki dumle original	cukierki dumle original	fazer	fazer	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	475	21	66	3.4	True
cukierki dumle snacks	cukierki dumle snacks	fazer	fazer	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	480	22	64	5.8	True
cukierki fazer likworki	cukierki likworki	fazer	fazer	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	380	8.6	69	1.2	True
cukierki fazer wódka	cukierki wódka	fazer	fazer	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	390	8.6	68	1.2	True
cukierki fazer z wódką żurawinową	cukierki z wódką żurawinową	fazer	fazer	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	390	8.6	68	1.2	True
cukierki fistaszkowe	cukierki fistaszkowe	wawel	wawel	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	413	9.5	77	3.9	True
cukierki fresh & fuity kaśne	cukierki fresh & fuity kaśne	wawel	wawel	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	318	0	77	0	True
cukierki galaretki fresh & fruity kwaśne	cukierki galaretki fresh & fruity kwaśne	wawel	wawel	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	317	0	77	0	True
cukierki geisha	cukierki geisha	fazer	fazer	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	560	37	49	7.9	True
cukierki halls	cukierki halls	mondelez polska	halls	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	384	0.1	95	0.1	True
cukierki halls black currant	cukierki black currant	mondelez polska	halls	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	387	0.1	96	0.1	True
cukierki halls extra strong	cukierki extra strong	mondelez polska	halls	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	384	0.1	96	0.1	True
cukierki halls lime fresh	cukierki lime fresh	mondelez polska	halls	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	378	0.1	93	0.1	True
cukierki halls lime vita c	cukierki lime vita c	mondelez polska	halls	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	0	0	93.5	0	True
cukierki halls mild spearmint	cukierki mild spearmint	mondelez polska	halls	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	388	0.2	97	0.1	True
cukierki halls original	cukierki original	mondelez polska	halls	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	386	0.1	96	0.1	True
cukierki halls xs lemon	cukierki xs lemon	mondelez polska	halls	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	235	0	96.5	0	True
cukierki halls xs pepermint	cukierki xs pepermint	mondelez polska	halls	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	235	0	97.4	0	True
cukierki ice fresh	cukierki ice fresh	storck	ice fresh	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	1650	0.1	95.9	0.1	True
cukierki ice fresh	cukierki ice fresh	storck	ice fresh	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	1650	0.1	95.9	0.1	True
cukierki kawowe kopiko	cukierki kawowe kopiko	storck	kopiko	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	436	9.9	86.2	0.6	True
cukierki kawowe kopiko	cukierki kawowe kopiko	storck	kopiko	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	1824	9.9	86.2	0.6	True
cukierki krówka mleczna	cukierki krówka mleczna	wawel	wawel	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	377	4	80	5.5	True
cukierki krówka mleczna puszka	cukierki krówka mleczna puszka	wawel	wawel	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	375	4	80	5.4	True
cukierki krówka mleczna wawel	cukierki krówka mleczna wawel	wawel	wawel	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	377	4	80	5.5	True
cukierki kukułki wawel	cukierki kukułki wawel	wawel	wawel	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	395	5.5	81	1.4	True
cukierki landryny	cukierki landryny	wedel	e. wedel	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	0	0	95	0	True
cukierki likworki baltik vodka	cukierki likworki baltik vodka	zpc bałtyk	bałtyk	100 g	słodycze i przekąski	czekolady, bombonierki	424	9.5	73	1.2	True
cukierki likworki gdańskie	cukierki likworki gdańskie	zpc bałtyk	bałtyk	100 g	słodycze i przekąski	czekolady, bombonierki	457	10	80	1.3	True
cukierki likworki żurawinówka	cukierki likworki żurawinówka	zpc bałtyk		100 g	słodycze i przekąski	czekolady, bombonierki	393	8.6	73.8	1.1	True
cukierki liqueur fills mixers	cukierki liqueur fills mixers	fazer	fazer	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	380	9	68	1.1	True
cukierki lodowe	cukierki lodowe	mieszko	mieszko	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	0	0	98	0	True
cukierki malga śmietankowe z rodzynkami wawel	cukierki malga śmietankowe z rodzynkami wawel	wawel	wawel	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	466	22	60	3.2	True
cukierki mamba	cukierki mamba	storck	mamba	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	386	5.4	84.9	0.1	True
cukierki maoam	cukierki maoam	haribo	maoam	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	0	6.4	84	1	True
cukierki maoam happy dabbies	cukierki happy dabbies	haribo	maoam	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	0	5.1	90	0.7	True
cukierki maoam kracher	cukierki kracher	haribo	maoam	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	0	5.1	90	0.7	True
cukierki maoam stripes	cukierki stripes	haribo	maoam	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	0	6.4	84	1	True
cukierki marcepan	cukierki marcepan	mieszko	mieszko	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	0	19	67	6.1	True
cukierki merci crocant	cukierki merci crocant	storck		100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	549	32.6	57	6.2	True
cukierki michalki zamkowe wawel	cukierki michalki zamkowe wawel	wawel	wawel	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	540	33	45	12	True
cukierki michałki białe	cukierki michałki białe	wawel	wawel	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	540	33	50	10	True
cukierki michałki kokosowe	cukierki michałki kokosowe	wawel	wawel	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	551	36	45	10	True
cukierki michałki zamkowe białe wawel	cukierki michałki zamkowe białe wawel	wawel	wawel	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	548	33	51	10	True
cukierki michaszki duo	cukierki michaszki duo	mieszko	mieszko	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	0	29	53	11	True
cukierki michaszki duo	cukierki michaszki duo	mieszko	mieszko	100 g	słodycze i przekąski	czekolady, bombonierki	0	29	53	11	True
cukierki michaszki z orzechami	cukierki michaszki z orzechami	mieszko	mieszko	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	0	28	54	10	True
cukierki mieszanka krakowska	cukierki mieszanka krakowska	wawel	wawel	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	355	7.3	70	0.8	True
cukierki mieszanka wedlowska party w czekoladzie mlecznej	cukierki mieszanka wedlowska party w czekoladzie mlecznej	wedel	e. wedel	100 g	słodycze i przekąski	czekolady, bombonierki	0	33	53	8.1	True
cukierki mieszko michaszki	cukierki michaszki	mieszko	mieszko	100 g	słodycze i przekąski	czekolady, bombonierki	0	28	54	10	True
cukierki mieszko miętowe	cukierki miętowe	mieszko	mieszko	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	0	0	98	0.6	True
cukierki miętowe orzeźwiające	cukierki miętowe orzeźwiające	wawel	wawel	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	368	0	92	0	True
cukierki milky way mini.	cukierki mini.	mars	milky way	100 g	słodycze i przekąski	wafle, batony	1875	15.5	72.4	3.9	True
cukierki minties miętowe ekstra mocne goplana	cukierki minties miętowe ekstra mocne goplana	jutrzenka	goplana	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	390	0	98	0	True
cukierki minties miętowe goplana	cukierki minties miętowe goplana	jutrzenka	goplana	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	391	0	98	0	True
cukierki nimm 2	cukierki nimm 2	storck	nimm2	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	374	0.1	92.3	0.1	True
cukierki nimm 2	cukierki nimm 2	storck	nimm2	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	1586	0.1	92.3	0.1	True
cukierki nimm2 boomki owocowe	cukierki boomki owocowe	storck	nimm2	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	1586	3.4	87.5	0.1	True
cukierki o smaku jagodowym	cukierki o smaku jagodowym	cavendish & harvey		100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	392	0.5	97	0.5	True
cukierki orbit forest fruit xxl	cukierki forest fruit xxl	wrigley's	orbit	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	243	0.9	95.2	0	True
cukierki orbit professional mints freshmint xxl	cukierki professional mints freshmint xxl	wrigley's	orbit	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	240	0.8	97	0	True
cukierki orbit professional mints orange xxl sugarfree	cukierki professional mints orange xxl sugarfree	wrigley's	orbit	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	149	0.7	95.4	0	True
cukierki orzechowe	cukierki orzechowe	wawel	wawel	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	539	33	49	10	True
cukierki orzechowo-mleczne w czekoladzie.	cukierki orzechowo-mleczne w czekoladzie.	wawel	wawel	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	539	32	53	8.4	True
cukierki raczki	cukierki raczki	wawel	wawel	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	421	10	79	3	True
cukierki skittles crazy sours o smaku owocowym	cukierki crazy sours o smaku owocowym	wrigley's	skittles	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	398	4.2	88.2	0	True
cukierki skittles crazy sours o smaku owocowym	cukierki crazy sours o smaku owocowym	wrigley's	skittles	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	398	4.2	88.2	0	True
cukierki skittles darkside	cukierki darkside	wrigley's	skittles	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	403	4.2	90.6	0	True
cukierki skittles fruits	cukierki fruits	wrigley's	skittles	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	404	4.2	90.7	0	True
cukierki skittles fruits do żucia o smaku owocowym	cukierki fruits do żucia o smaku owocowym	wrigley's	skittles	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	404	4.2	90.8	0	True
cukierki skittles fruits o smaku owocowym	cukierki fruits o smaku owocowym	wrigley's	skittles	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	404	4.2	90.8	0	True
cukierki supermint miętowe	cukierki supermint miętowe	wedel	e. wedel	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	0	0	96	0	True
cukierki tiramisu	cukierki tiramisu	wawel	wawel	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	509	27	58	5.6	True
cukierki tofee w czekoladzie muuuu!	cukierki tofee w czekoladzie muuuu!	mieszko		100 g	słodycze i przekąski	czekolady, bombonierki	454	18	67	3.5	True
cukierki toffino czekoladowe	cukierki toffino czekoladowe	solidarność	goplana	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	487	22	69	3	True
cukierki tofflairs	cukierki tofflairs	wawel	wawel	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	414	20	62	3	True
cukierki trufle orginalne mieszko	cukierki trufle orginalne mieszko	mieszko	mieszko	100 g	słodycze i przekąski	czekolady, bombonierki	0	13	71	4.3	True
cukierki trufle w czekoladzie o smaku rumowym wawel	cukierki trufle w czekoladzie o smaku rumowym wawel	wawel	wawel	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	449	16	68	3.9	True
cukierki verbena melisa	cukierki melisa	i.d.c.	verbena	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	383	0.1	94	0.1	True
cukierki verbena dzika róża	cukierki dzika róża	i.d.c.	verbena	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	383	0	94	0	True
cukierki verbena głóg	cukierki głóg	i.d.c.	verbena	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	383	0.1	94	0.1	True
cukierki verbena lipa	cukierki lipa	i.d.c.	verbena	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	389	0	94	0	True
cukierki verbena pinia	cukierki pinia	i.d.c.	verbena	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	383	0.1	94	0.1	True
cukierki verbena szałwia	cukierki szałwia	i.d.c.	verbena	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	383	0.1	94	0.1	True
cukierki wawel karmelowe w czekoladzie	cukierki karmelowe w czekoladzie	wawel	wawel	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	438	15	67	6.3	True
cukierki wawel michałki zamkowe w białej polewie	cukierki michałki zamkowe w białej polewie	wawel	wawel	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	540	33	50	10	True
cukierki wawel michałki zamkowe w czekoladzie	cukierki michałki zamkowe w czekoladzie	wawel	wawel	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	538	32	48	11	True
cukierki wawel michałki zamkowe w czekoladzie	cukierki michałki zamkowe w czekoladzie	wawel	wawel	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	538	32	48	11	True
cukierki wawel mieszanka krakowska galaretki	cukierki mieszanka krakowska galaretki	wawel	wawel	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	355	7.3	70	0.8	True
cukierki wawel trufle w czekoladzie	cukierki trufle w czekoladzie	wawel	wawel	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	449	16	68	3.9	True
cukierki wawel trufle w czekoladzie	cukierki trufle w czekoladzie	wawel	wawel	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	442	16	66	4.4	True
cukierki wawel trufle w czekoladzie o smaku rumowym	cukierki trufle w czekoladzie o smaku rumowym	wawel	wawel	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	442	16	66	4.4	True
cukierki wawel zabajone	cukierki zabajone	wawel	wawel	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	433	14	66	7.2	True
cukierki werthers original	cukierki werthers original	storck	werther's original	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	424	8.4	86.9	0.3	True
cukierki werthers original soft caramels	cukierki werthers original soft caramels	storck	werther's original	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	420	14.9	69.8	3.5	True
cukierki werthers original soft caramels	cukierki werthers original soft caramels	storck	werther's original	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	419	14.9	69.8	3.4	True
cukierki werthers original śmietankowe	cukierki werthers original śmietankowe	storck	werther's original	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	424	8.4	86.9	0.3	True
cukierki werthers original z nadzieniem karmelowym	cukierki werthers original z nadzieniem karmelowym	storck	werther's original	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	406	8.5	81.7	0.7	True
cukierki werthrer's orginal	cukierki werthrer's orginal	storck	werther's original	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	463	20.7	65.5	4.2	True
cukierki winterfresh strong mints 16 drażetek	cukierki strong mints 16 drażetek	wrigley's	winterfresh	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	244	1.2	96.9	0	True
cukierki zozole cola	cukierki cola	mieszko	zozole	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	0	0.4	96.8	0.6	True
cukierki zozole cytrynowe i pomarańczowe	cukierki cytrynowe i pomarańczowe	mieszko	zozole	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	0	0.4	96.8	0.6	True
cukierki zozole o smaku jabłkowym,truskawkowym i wiśniowym musujące	cukierki o smaku jabłkowym,truskawkowym i wiśniowym musujące	mieszko	zozole	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	0	0.4	96.8	0.6	True
curry kamis	curry kamis	kamis	kamis	100 g	przetwory i przyprawy	przyprawy, sosy, koncentraty	308	9.9	26	12	True
curry prymat	curry prymat	prymat	prymat	100 g	przetwory i przyprawy	przyprawy, sosy, koncentraty	289	5.2	47	7.1	True
cynamonowe gwiazdki bio	cynamonowe gwiazdki bio	eko-wital		100 g	słodycze i przekąski	czekolady, bombonierki	511	28.2	51.5	10.1	True
czarna lejdi biszkopty	czarna lejdi biszkopty	chojecki		100 ml	słodycze i przekąski	ciastka	418	12	71	5.1	True
czarna porzeczka w czekoladzie piotr i paweł	czarna porzeczka w czekoladzie piotr i paweł	piotr i paweł s.a.	" piotr i paweł "	100 g	słodycze i przekąski	cukierki, draże, gumy do żucia	427	16	62	4.1	True
czeko tubka krem kakaowo-orzechowy wedel	czeko tubka krem kakaowo-orzechowy wedel	wedel	e. wedel	100 g	słodycze i przekąski	czekolady, bombonierki	0	36	52	6.9	True
czekolada	czekolada	lindt		100 g	słodycze i przekąski	czekolady, bombonierki	567	34	55	7.1	True
czekolada bezglutenowa chocokiss	czekolada bezglutenowa chocokiss	chocolips	chocokiss	100 g	słodycze i przekąski	czekolady, bombonierki	538	31	58	6.2	True
czekolada bezglutenowa chocokiss	czekolada bezglutenowa chocokiss	chocolips	chocokiss	100 g	słodycze i przekąski	czekolady, bombonierki	538	31	58	6.2	True
czekolada bezglutenowa chocokiss czasem jestem potworkiem	czekolada bezglutenowa czasem jestem potworkiem	chocolips	chocokiss	100 g	słodycze i przekąski	czekolady, bombonierki	538	31	58	6.2	True
czekolada bezglutenowa chocokiss dziękuje że jesteś	czekolada bezglutenowa dziękuje że jesteś	chocolips	chocokiss	100 g	słodycze i przekąski	czekolady, bombonierki	538	31	58	6.2	True
czekolada bezglutenowa chocokiss dziękuję	czekolada bezglutenowa dziękuję	chocolips	chocokiss	100 g	słodycze i przekąski	czekolady, bombonierki	538	31	58	6.2	True
